coursename,courseid,accouncementcount,groupdiscussioncount,individualdiscussioncount,sectioncount,assignmentcount,gradedassignmentcount,nongradedassignmentcount,modulecount,wikipagecount,assignmentattachmentcount,courseattachmentcount,groupcount,quizcount,quizquestioncount,externaltoolcount,moduleurlcount,tacount,studentcount
COM 225: Public Speaking (2019 Spring),72360000000008073,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASU 10: Connect: ASU Orientation - 11/12-11/18/18 - 17874,72360000000007759,0,0,2,1,8,8,0,6,81,0,429,0,0,0,4,0,1,0
GLG452,72360000000007305,23,0,1,1,5,5,0,5,25,0,1,0,0,0,0,0,0,0
ITA 311,72360000000005826,0,0,0,1,28,28,0,14,80,0,131,0,0,0,0,0,0,0
DEV HCR360 (Spring 2019),72360000000006578,1,0,1,1,9,9,0,16,50,0,77,0,0,0,0,1,0,0
PHS/CHM 581: Structure of Matter/Properties (2018 Summer),72360000000001593,0,0,0,1,23,23,0,5,163,0,231,0,14,16,1,0,0,17
PHI 336: Social/Political Philosophy (2018 Fall - A),72360000000002330,15,0,2,1,31,31,0,9,32,0,26,0,10,118,8,0,0,36
COM 225: Public Speaking (2018 Fall),72360000000003597,5,0,0,1,14,14,0,0,0,20,11,0,0,0,0,0,0,21
ENG 303: Classic Backgrnds: English Lit (2018 Fall),72360000000003577,0,0,0,1,0,0,0,4,18,0,8,0,0,0,0,0,0,33
CDE 430: Infant/Toddler Devel in Family (2019 Spring - B),72360000000007211,25,0,3,1,16,16,0,5,167,0,45,0,0,0,4,1,0,0
MED 300: Hist Contemp Issues in Health (2019 Spring - B),72360000000007910,8,0,3,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0
SPA 394: Human Rights in Argentina,72360000000001795,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
GBL 63: Inter 1 Comm (2018 Fall - B),72360000000006699,10,0,0,1,7,7,0,0,0,0,1,0,0,0,0,0,0,18
DEV-2019Spring-NTR501,72360000000005636,18,5,8,1,21,21,0,10,83,0,396,7,0,0,4,0,0,0
DEV-BIS345-cawill4,72360000000006013,10,0,7,1,19,19,0,8,46,0,63,0,0,0,4,0,0,0
DEV - TEM394 - Social Entrepreneurship II,72360000000005155,1,0,8,1,23,23,0,8,26,0,16,0,0,0,3,0,0,0
TWC 301 Writing for Digital Media 2016 Fall B,72360000000000045,29,0,16,4,30,30,0,19,49,0,58,0,0,0,0,0,0,43
Dev-canvas-4-Mjehn,72360000000007073,0,0,0,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0
Urban Siting Lab Framework,72360000000007453,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TDM 372: Tourism Planning (2018 Fall),72360000000004228,7,0,3,1,12,12,0,0,0,1,22,4,0,0,0,0,3,26
FIN 540: Advanced Financial Management (2018 Fall - DYN),72360000000003706,1,0,0,1,11,11,0,5,9,3,60,0,0,0,10,14,1,20
DEV-TDM480-TDM570-MasterCourse,72360000000005504,10,0,11,1,21,21,0,7,20,0,149,0,2,7,3,0,0,0
SOLS 484: Internship (2019 Spring),72360000000006312,5,0,2,1,3,3,0,12,28,0,18,0,0,0,4,0,0,0
Success Coaching Center Training,72360000000001777,1,0,0,1,8,8,0,9,15,0,129,0,0,0,0,0,0,0
IND598 - Entrepreneurship SP2019,72360000000003409,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DEV - HST 304: Jews/Christians in Middle Ages - F2F,72360000000008070,0,0,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0
Dev-canvas-4-sscheal,72360000000006035,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCM 345: Logistics Management (2018 Fall),72360000000003133,29,0,0,3,12,12,0,10,10,17,37,19,2,11,3,5,0,127
IAP 103: Found I: Interdisc Digital Med (2018 Fall),72360000000004315,11,0,6,1,12,12,0,0,2,2,10,0,8,74,0,0,0,11
Melanie Barboni's Canvas Training Shell,72360000000002324,0,0,1,1,2,2,0,2,1,0,0,0,1,1,0,0,0,0
JMC 417: Public Relations Campaigns (2019 Spring),72360000000006344,0,0,0,1,2,1,1,4,20,0,37,0,0,0,5,0,0,0
AME 394: Internet of Things Programming (2018 Fall),72360000000004498,0,0,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,12
MUE 381: Music Therapy Research (2019 Spring),72360000000007158,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Early intervention (DEV),72360000000006347,0,12,1,1,30,30,0,18,33,0,1,13,0,0,0,0,0,0
SWG 519: Research Methods/Social Work (2017 Spring),72360000000000158,43,0,2,2,10,10,0,17,39,32,0,7,3,17,0,0,0,21
LIA 101: Student Success in CLAS (2018 Fall),72360000000004013,21,0,15,1,31,31,0,12,22,10,27,0,0,0,0,2,1,19
W. P. Carey PhD Programs,72360000000008153,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDT 598/511 -  Topic:  Emerging Technologies,72360000000001847,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOC 390: Social Statistics I (2018 Fall),72360000000001562,19,0,10,1,37,37,0,4,195,0,1874,0,6,16,3,0,1,61
SOS 578: Writing Papers for Publication (2019 Spring),72360000000007327,0,0,2,1,0,0,0,7,69,0,126,0,0,0,3,4,0,0
SPE 593 (DEV SHELL),72360000000008219,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Dev-canvas-4-kyuan5,72360000000006831,0,0,1,1,6,6,0,2,2,0,1,0,1,1,0,0,0,0
DNP 617: Mgt Complex&Chronc Disease Wm (2019 Spring),72360000000007382,1,0,20,1,9,9,0,1,12,0,42,0,0,0,0,0,0,0
DEV ENG 302 Sandbox,72360000000002539,0,0,7,1,16,16,0,14,41,0,10,0,0,0,0,0,0,0
2018Fall_MAT142_Melendez-Alvarez_82052_3:05 PM,72360000000003535,0,0,0,1,39,39,0,6,56,0,62,0,0,0,0,1,2,48
PAF 587: Federal Budgeting ,72360000000006722,8,0,9,1,12,12,0,16,30,0,110,7,0,0,3,0,0,14
DEV-GBellas-Sandbox,72360000000004071,0,0,0,1,16,16,0,2,8,0,5,0,0,0,0,0,0,0
Wendell's Sandbox,72360000000000184,3,0,6,1,21,21,0,1,17,0,13,0,1,3,0,1,0,1
Dev-canvas-4-gtschwar,72360000000007092,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEV-SWU180-MasterCourse,72360000000007803,0,0,13,1,11,11,0,0,0,0,0,0,0,0,0,0,0,0
CRJ 510: CJ Planning&Program Evaluation (2018 Fall - A),72360000000003096,20,0,5,1,26,26,0,11,24,0,70,0,1,4,3,0,0,28
ECN 211: Macroeconomic Principles (2019 Spring),72360000000007961,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
ECN 410: Applied Regression Analysis (2019 Spring),72360000000007027,0,0,0,1,2,2,0,1,21,0,49,0,0,0,3,0,0,0
PRM 380 Master Mbudruk,72360000000007626,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
look_for_signs,72360000000007548,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COE503,72360000000005632,0,0,1,1,5,5,0,2,2,0,84,0,0,0,0,0,0,0
MAT 300: Mathematical Structures (2018 Fall),72360000000004383,0,0,0,1,13,13,0,9,3,0,70,0,0,0,0,0,1,35
BCH 598: Struct Disc in Biophys Chem (2018 Fall - B),72360000000006919,1,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,14
SWG 519: Research Methods/Social Work (2018 Fall - B),72360000000005449,5,38,8,6,14,14,0,14,30,0,114,5,2,42,3,0,8,215
Dev-canvas-4-mpmarti6,72360000000005372,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0
ASU 101-TPS: The ASU Experience (2018 Fall),72360000000003019,11,0,1,1,21,21,0,18,42,0,78,0,0,0,0,3,2,22
Mo SCN 302 Development,72360000000008157,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HCR 400: Evidence Based Practice (2019 Spring - A),72360000000007902,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMS 505: Sustainability Leadership I (2018 Fall - B),72360000000002215,8,0,4,1,10,10,0,9,104,0,60,0,2,2,6,0,1,23
Niclas-test,72360000000006245,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Computational Life Sciences,72360000000002661,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEV - CRJ 553 - MasterCourse,72360000000005765,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASU 101-TPS: The ASU Experience (2018 Fall),72360000000003024,18,0,1,1,21,21,0,13,34,3,161,0,0,0,0,1,1,18
COM 207: COM INQUIRY F18B,72360000000002017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL 441: Immunohematology Immuno Pract (2019 Summer),72360000000004836,0,0,0,1,0,0,0,2,6,0,14,0,0,0,0,0,0,0
PSY 323: Sensation and Perception (2019 Spring - A),72360000000006292,10,18,1,1,17,17,0,9,115,0,75,7,0,0,4,0,0,0
Canvas Workshop - Bruce - 2,72360000000007416,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCM-SOS 385: Business and Sustainability I - Fall C,72360000000002585,31,0,16,1,20,20,0,17,48,0,122,0,1,1,6,0,1,227
RDG 323 DEV,72360000000007577,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APA 340: Asian Pacific Americans/Media (2018 Fall),72360000000001764,16,0,0,1,3,3,0,1,3,0,6,0,0,0,0,0,0,12
PopulationHealth_Faculty - null,72360000000007052,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
English 101: Intro to English,72360000000000019,0,0,0,3,4,4,0,1,0,0,0,0,0,0,2,1,0,1
CRJ 513: Seminar in Courts (2018 - Fall A),72360000000002536,9,0,5,1,10,10,0,7,39,3,309,0,0,0,3,8,0,37
Babette's Canvas Sandbox,72360000000000647,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEV - REL 207: Ritual, Symbol, and Myth - online",72360000000006982,2,0,5,1,5,5,0,15,39,0,95,0,0,0,13,0,0,0
Charlene Heldt's Sandbox,72360000000001718,2,0,4,1,7,7,0,5,9,0,3,0,2,14,0,0,0,0
SES 330: Electronics Instrumentation (2018 Fall),72360000000004068,0,0,0,1,8,8,0,0,1,0,28,0,0,0,0,0,0,5
Salesforce Using the Marketing Cloud,72360000000005148,0,0,0,1,0,0,0,3,0,0,16,0,0,0,0,0,0,28
LIA 101: Student Success in CLAS (2018 Fall),72360000000004035,18,0,12,1,31,31,0,12,22,12,25,0,0,0,0,2,1,23
PSY 470: Psychopharmacology (2019 Spring),72360000000008134,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIA 101: Student Success in CLAS (2018 Fall),72360000000004010,16,0,12,1,31,31,0,12,22,23,25,0,0,0,0,2,1,24
MUS 194: Non-Major: Beg Class Voice (2018 Fall),72360000000004555,10,0,0,1,5,5,0,0,0,0,3,0,0,0,0,0,0,11
LIA 101: Student Success in CLAS (2018 Fall),72360000000003919,9,0,12,1,31,31,0,12,22,10,25,0,0,0,0,2,0,20
"THF 125: Orientation to Film, Dance and Theatre (2018 Fall - A)",72360000000004257,17,0,4,1,22,17,5,8,3,9,6,0,4,4,0,0,0,228
ENG 352: Short Story (2018 Fall - B) - 78474,72360000000006412,9,0,15,1,24,24,0,14,94,0,37,0,0,0,3,0,0,29
FAS 598: Leadership ,72360000000002906,45,862,122,1,40,40,0,5,60,42,78,47,1,3,6,6,4,209
FMS100_Robinson_Spring,72360000000005476,21,0,1,1,3,3,0,23,53,0,1,0,0,0,0,0,0,0
My Canvas Training Class,72360000000004433,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDO 598: Sports Career Planning & Business Communication,72360000000002263,2,0,7,1,26,22,4,8,54,0,71,0,2,4,3,2,0,29
ENG 108: First-Year Composition (2018 Fall),72360000000004458,13,0,146,1,10,10,0,0,0,5,25,0,1,10,0,0,0,55
 Jennifer Mansfield's Dev Shell,72360000000000082,0,0,10,1,10,10,0,15,176,0,53,0,0,0,1,0,0,5
CON532: Facilities Project Management,72360000000007872,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GBL 61: Intermed 1 Reading/Writing (2018 Fall - B),72360000000006634,15,0,0,1,23,23,0,1,0,3,0,0,0,0,0,0,0,16
PSY 475: Multicultural Clinical Psych (2019 Spring),72360000000005856,16,0,1,1,17,17,0,48,107,0,1,0,0,0,0,0,0,0
ECN 525: Applied Regression Models (2018 Fall),72360000000004260,1,0,0,1,5,5,0,6,25,1,89,0,0,0,10,2,0,2
STS 332: Global Issues in Science ,72360000000006164,12,0,2,1,9,9,0,8,43,0,13,0,0,0,4,0,0,0
z shell - APA 200 hybrid,72360000000005807,4,0,14,1,16,16,0,26,64,0,4,0,0,0,0,0,0,0
LIA 101: Student Success in CLAS (2018 Fall),72360000000004007,5,0,12,1,31,31,0,12,22,9,29,0,0,0,0,2,0,12
ASU Library Orientation Master,72360000000003012,0,0,0,1,0,0,0,15,33,0,19,0,0,0,1,11,0,22
LIA 101: Student Success in CLAS (2018 Fall),72360000000003981,16,0,12,1,31,31,0,12,22,10,25,0,0,0,0,2,1,14
Bonaire Canvas Sandbox,72360000000007101,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS 328: Sustainability and Enterprise (2018 Fall - A Online),72360000000002515,26,4,17,1,43,43,0,9,32,12,102,5,4,20,8,0,0,16
PSS-Peace and Conflict Analysis Project - ORG,72360000000007059,0,0,2,1,0,0,0,0,0,0,8,0,0,0,0,0,3,0
Awesome Atmosphere,72360000000007303,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TWC 546: Technical ,72360000000006656,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAT 119: Finite Mathematics (2018 Fall - B),72360000000002055,16,0,2,1,27,27,0,6,66,9,123,0,0,0,3,0,0,92
ASU TRIO Upward Bound Regents Scholarship Program,72360000000002582,16,0,0,1,0,0,0,0,2,0,8,0,0,0,0,0,0,33
ENG 101:3: First-Year Composition (2018 Fall),72360000000001502,0,0,0,1,31,31,0,17,11,42,37,6,0,0,0,6,0,22
CDE 430: Infant/Toddler Devel in Family (2019 Spring),72360000000005220,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Svenka87 Canvas Sandbox,72360000000007295,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WAC 107: Intro to Academic Writing (2018 Fall),72360000000003769,7,0,13,1,14,14,0,0,12,2,12,0,0,0,0,0,0,19
ENG 101 - 70810; ENG 101 - 70835,72360000000000633,0,0,0,1,1,1,0,6,19,0,11,0,0,0,0,0,0,1
Dev-SWelsh-Sandbox,72360000000003878,0,0,1,1,2,2,0,3,7,0,0,0,1,1,0,0,0,0
Akeller Canvas Sandbox,72360000000006777,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Training,72360000000008198,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dev-canvas-4-jmswanso,72360000000005965,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS 327: Sustainable Food and Farms (2018 Fall),72360000000002844,10,0,0,1,19,19,0,12,29,4,44,9,0,0,0,0,1,26
THP 214: Introduction to Costuming (2019 Spring),72360000000007697,0,0,1,1,5,5,0,0,0,0,11,0,0,0,0,0,0,0
CRJ 412: International Terrorism (2018 Fall),72360000000003273,23,0,6,1,8,8,0,9,29,21,82,0,0,0,3,0,0,58
CIS 509: Data Mining II (2018 Fall - DYN),72360000000005982,12,0,0,1,11,11,0,3,51,0,121,0,1,1,5,0,3,43
DEV-2019Spring-BMD514,72360000000006012,43,0,6,1,9,9,0,9,103,0,129,0,0,0,4,0,0,0
RED MIRROR (DEV),72360000000005092,2,0,8,1,12,12,0,15,38,0,20,0,0,0,0,0,0,0
WPC 504: Basics of Stats for Managers (2018 Fall - A),72360000000002589,8,0,1,1,34,34,0,8,31,0,141,0,1,40,5,1,0,12
"SDO 598: Entrepreneurship,Law,Strategy (2019 Spring)",72360000000007795,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRJ 225: Introduction to Criminology (2018 Fall - A),72360000000003080,12,16,10,1,17,17,0,6,25,0,78,9,1,15,3,0,1,52
MTC 125: Basic Music Theory (2018 Fall),72360000000004319,9,0,0,1,29,29,0,0,5,0,57,5,0,0,0,0,5,106
LIA 101: Student Success in CLAS (2018 Fall),72360000000004032,12,0,12,1,31,31,0,12,22,12,25,0,0,0,0,2,1,24
ASU 42: Online Military Orientation -- 9/24-9/30/18 - 94670,72360000000005316,9,0,3,1,10,9,1,7,85,2,77,0,0,0,4,0,1,60
DEV MHacker Sandbox,72360000000003875,0,0,0,1,1,1,0,3,8,0,0,0,0,0,0,0,0,0
ARB 394: Iraqi Culture ,72360000000006497,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEV-RachelBOctEighteen - null,72360000000007260,10,0,4,1,7,7,0,27,73,0,21,0,0,0,4,0,0,0
ACC 232: Financial Accounting I (2019 Spring),72360000000006713,0,0,0,1,2,2,0,1,21,0,49,0,0,0,3,0,0,0
Canvas test,72360000000003336,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLS 598: Research Methods (2019 Spring - B),72360000000007527,23,0,11,1,22,22,0,33,75,0,44,0,0,0,4,0,0,0
Rhoden ASU 150,72360000000003340,0,0,0,1,15,15,0,8,2,0,10,0,1,10,0,0,0,0
Mark Haunschild's Canvas DEV Shell (Scratch),72360000000003593,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS 212: Calculus-Based Modeling (2018 Fall B Online - Tyson),72360000000004585,6,0,10,1,33,33,0,9,86,3,85,5,9,49,4,1,0,18
FSE 100: Intro. to Engineering - B,72360000000004087,1,2,0,1,38,38,0,15,60,49,78,11,0,0,2,0,1,42
Import Test Course 2,72360000000000017,18,18,7,1,9,9,0,13,37,0,29,20,0,0,0,0,0,0
COM 225: Public Speaking (2019 Spring),72360000000007538,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GBL 96: Academic Preparation for STEM (2018 Fall - B),72360000000006780,8,0,3,1,10,10,0,0,0,0,5,0,0,0,0,0,0,12
Dance Production,72360000000004851,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Dorn module testbed,72360000000002466,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEST - Training Dev,72360000000005252,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canvas test,72360000000002818,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
ASU 99: Online Orientation -- 10/2-10/9/18,72360000000005315,4,0,0,1,7,6,1,6,27,0,9,0,0,0,0,0,0,278
ASU 10: Online Orientation - 9/3-9/9/18 -- 78921,72360000000004724,8,0,2,1,9,8,1,6,80,2,429,0,1,1,4,0,1,47
Delete me,72360000000005761,1,0,3,2,5,5,0,13,59,0,124,0,0,0,13,0,0,0
Rader's App Testing for CHS,72360000000000739,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1
LIA 101: Student Success in CLAS (2018 Fall),72360000000003956,27,0,11,1,30,30,0,12,22,4,25,0,0,0,0,2,0,13
Hayley Trickey Sandbox,72360000000004705,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGB 456: Food Prod Innovation and Dev (2018 Fall - A),72360000000002226,3,0,4,1,12,12,0,9,29,2,63,0,1,7,6,0,0,28
Human Event 171 (DEV),72360000000002826,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dev-canvas-4-mpeeple,72360000000007071,0,0,0,1,3,3,0,1,2,0,0,0,0,0,0,0,0,0
TWC 422: Social Media in the Workplace (2019 Spring - A),72360000000006142,24,0,11,1,18,18,0,9,45,0,23,0,0,0,4,0,0,0
Sandbox-SILC-Bahtchevanova,72360000000000755,0,0,4,1,41,41,0,4,3,0,2,0,0,0,0,0,0,0
COM 316: Gender and Communication (2018 Fall - B),72360000000001940,14,178,9,1,22,22,0,12,77,12,1720,26,1,2,3,0,2,205
LIA 101: Student Success in CLAS (2018 Fall),72360000000004018,24,0,12,1,31,31,0,12,22,12,25,0,0,0,0,2,1,18
ASU 42: Online Orientation -- 9/17-9/23/18 - 92410,72360000000005153,9,0,3,1,10,9,1,7,84,0,77,0,0,0,4,0,1,66
NUR 346: Nursing Practice:Adults DTWN,72360000000003002,2,8,1,9,8,8,0,7,66,0,102,9,0,0,0,0,0,125
History of Engineering,72360000000002200,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS 501: Foundations of Sustainability (2018 Fall - A),72360000000001830,3,0,8,1,13,13,0,10,27,0,29,0,3,10,8,0,3,24
PRM 460: Assessment,72360000000003393,14,0,2,1,18,18,0,9,5,0,125,0,8,98,0,0,0,4
LIA 101: Student Success in CLAS (2018 Fall),72360000000003921,20,0,12,1,31,31,0,12,22,4,25,0,0,0,0,2,0,17
SOS 593: Applied Project (2019 Spring),72360000000007206,2,0,0,3,13,13,0,5,39,0,70,0,0,0,0,0,0,0
REL371,72360000000004778,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEV-ASUO-ARA489,72360000000007140,1,0,8,1,23,23,0,8,27,0,23,0,0,0,4,0,0,0
ACC 382: Accounting and Financial Analysis (2018 Fall A),72360000000003151,16,0,1,1,15,15,0,8,40,4,507,0,1,1,6,0,1,198
SHPRS Immersion Template,72360000000002193,0,0,1,1,3,3,0,0,72,0,5,0,0,0,0,0,0,2
TWC 504: Applied Rhetoric and Tech Comm (2018 Fall - A),72360000000003066,18,0,10,1,34,34,0,9,38,84,94,0,0,0,5,0,0,13
NUR 444: Innovation in Nursing (2019 Spring) EAC,72360000000008105,1,0,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
ASU 101-TPS: The ASU Experience (2018 Fall),72360000000003025,20,0,1,1,24,24,0,14,35,2,164,0,0,0,0,1,1,19
LST 370: Dimensions of Liberal Studies (2019 Spring - A),72360000000006161,12,0,12,1,18,18,0,8,79,0,87,0,0,0,4,0,0,0
DEV--ENG 294,72360000000001895,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIT 303: Digital Publishing (2018 Fall),72360000000002241,15,0,0,1,11,11,0,14,27,5,46,0,2,4,0,0,1,37
GIT 210: Creative Thinking and Dsgn Viz (2018 Fall - B),72360000000006695,8,0,10,1,24,24,0,7,31,0,68,0,0,0,10,0,1,46
NTR 593: Applied Project 2 (2018 Fall - B),72360000000002059,5,0,1,1,10,10,0,8,25,2,13,0,0,0,3,1,0,6
DEV-2019Spring-ASUO-SPA426,72360000000007465,0,0,5,1,10,10,0,25,81,0,182,0,0,0,4,0,0,0
LIA 101: Student Success in CLAS (2018 Fall),72360000000003975,16,0,12,1,31,31,0,12,22,12,27,0,0,0,0,2,0,19
DEV-Training,72360000000001922,0,0,0,1,0,0,0,1,3,0,3,0,0,0,0,0,0,0
2019 Spring Internship,72360000000007451,1,0,0,1,2,2,0,0,2,0,4,0,0,0,0,0,0,19
PSY 598: Choice and Decision Making (2018 Fall - A),72360000000001908,29,0,9,1,22,22,0,11,32,46,75,0,3,61,3,0,1,28
POS 314: The American Presidency (2018 Fall - A),72360000000001686,16,0,0,1,14,14,0,3,43,47,91,0,4,119,3,5,0,87
Mgt 300: 73537 Org Fall 2018,72360000000001871,0,0,0,1,6,6,0,1,10,0,24,0,0,0,2,0,0,285
RED 508: Real Estate Enginer. ,72360000000002455,1,0,0,1,2,2,0,9,12,0,71,0,0,0,5,0,1,31
COM 259: Comm Bus ,72360000000003177,10,0,0,1,30,30,0,0,0,2,4,0,0,0,0,0,0,40
Intermedia Practices (2017 Fall),72360000000003213,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIT 334: Image Editing and Manipulation (2018 Fall - B),72360000000004840,1,0,2,1,17,17,0,8,33,2,20,0,1,1,0,0,0,29
CHM 348: Physical Chemistry Lab I (2018 Fall),72360000000004303,3,0,0,1,8,8,0,0,0,0,18,0,0,0,0,0,3,34
Canvas Training Sandbox,72360000000002838,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDL 421: Urinalysis Body Fluid Adv Prac (2019 Summer),72360000000004833,0,0,0,1,0,0,0,2,4,0,9,0,0,0,0,0,0,0
ASU 101-CSE: The ASU Experience (2018 Fall),72360000000004435,4,0,0,1,7,7,0,9,35,0,169,0,0,0,0,4,0,19
Dev-canvas-4-mmeier4,72360000000008249,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
GSC 508: Comparative Studies of Conflic (2018 Fall - B),72360000000005064,2,14,8,1,20,20,0,8,63,0,150,3,0,0,3,0,2,20
FMS 300: Television ,72360000000005096,2,0,8,1,10,10,0,8,73,0,133,0,0,0,3,0,0,36
Dev-canvas-4-jhentge1,72360000000007565,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taburton Canvas Sandbox,72360000000007126,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUE/MUP 101: ASU School of Music Experience (2018 Fall - A),72360000000003578,2,0,3,1,16,16,0,8,80,48,52,0,0,0,5,2,0,106
AT T2 Canvas Transition,72360000000000908,1,0,1,1,5,5,0,3,2,0,4,0,1,4,3,0,0,0
ASU 101-CPP: The ASU Experience (2018 Fall),72360000000004209,19,0,0,1,34,34,0,1,8,12,20,0,0,0,3,0,0,18
ENG 101: TR 10:30 (2018 Fall),72360000000003253,19,0,6,1,25,21,4,12,24,5,19,23,0,0,0,0,0,24
BIO 386 General Entomology - Fall 2018 DEV,72360000000002297,25,0,3,1,4,4,0,0,5,0,59,4,0,0,0,0,2,46
BIS 402: Death ,72360000000005717,7,0,16,1,18,18,0,6,61,0,334,0,0,0,4,0,0,29
LIA 101: Student Success in CLAS (2018 Fall),72360000000004012,9,0,12,1,31,31,0,12,22,14,25,0,0,0,0,2,0,18
NTR 440: Advanced Human Nutrition I (2019 Spring),72360000000006199,9,0,2,1,24,24,0,11,34,0,134,0,0,0,4,0,0,0
JMC 494: Sustainability Documentary (2019 Spring),72360000000006341,0,0,0,1,2,1,1,4,20,0,39,0,0,0,5,0,0,0
SOS 598: Decision Making (2018 Fall),72360000000002702,1,0,0,1,1,1,0,2,3,0,8,0,0,0,0,0,0,0
DEV-critical response process - null,72360000000004443,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSY 547: Correctional Psychology (2018 Fall - A),72360000000001905,14,0,15,1,18,18,0,9,52,17,95,0,0,0,3,0,1,45
"HST 302: Women, War and Peace (2019 Spring)",72360000000007228,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COM 308: Advanced Research Methods in Comm (2018 Fall) 2018Fall-D-COM308-75304,72360000000006166,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dev-canvas-4-ljlustig,72360000000006028,0,10,1,1,3,3,0,4,7,0,0,10,0,0,0,0,0,0
EMS 506: Global Context II (2019 Summer),72360000000005576,8,5,10,1,14,14,0,21,74,0,75,5,0,0,3,0,0,0
CRJ 417: Cyber Terrorism (2018 Fall - A),72360000000003127,25,10,10,1,17,17,0,8,25,4,95,5,0,0,3,0,0,25
DEV ASU 101 The ASU Experience,72360000000001069,0,0,0,1,15,15,0,13,61,0,88,0,0,0,0,29,0,0
