coursename,courseid,accouncementcount,groupdiscussioncount,individualdiscussioncount,sectioncount,assignmentcount,gradedassignmentcount,nongradedassignmentcount,modulecount,wikipagecount,assignmentattachmentcount,courseattachmentcount,groupcount,quizcount,quizquestioncount,externaltoolcount,moduleurlcount,tacount,studentcount
ECN 211: Macroeconomic Principles (2018 Fall - B) Ballinger,72360000000005118,21,0,4,1,21,21,0,9,40,0,508,0,0,0,7,19,0,305
ENG 302,72360000000004526,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUS 593: Interdisc Appl Learning Lab (2018 Fall - DYN),72360000000002704,23,0,0,1,5,5,0,10,33,1,467,4,0,0,10,7,1,16
Ladd Canvas Sandbox,72360000000005972,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEV-2019Spring-ASUO-ITA202,72360000000007540,5,0,6,1,14,14,0,19,47,0,69,0,0,0,4,0,0,0
DEV-Sandbox-ABNCJ,72360000000001199,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Dev-canvas-4-dckirmis,72360000000006736,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ECN 221: Business Statistics (2018 Fall) - HYBRID,72360000000002886,14,0,1,1,27,27,0,17,41,0,75,0,0,0,3,0,0,109
Legal Advocacy - null,72360000000005337,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTE 301 Dev,72360000000008158,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NTR 241: Human Nutrition (2018 Fall),72360000000002911,35,0,2,1,25,25,0,6,53,0,47,0,3,27,0,0,1,32
PHY 472: Advanced Biophysics Lab (2018 Fall),72360000000004623,15,0,0,1,0,0,0,0,0,0,3,2,0,0,0,0,1,6
EMHS Student Resources,72360000000006896,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCC Orientation,72360000000000557,1,0,3,1,7,7,0,6,18,0,7,0,4,17,0,0,0,0
CRJ 308: Advanced Criminological Theory (2018 Fall - B),72360000000005420,9,0,1,1,29,29,0,17,26,4,104,0,2,13,3,0,0,37
PAF 301: Applied Statistics (2019 Spring - A),72360000000006693,0,0,4,1,21,21,0,30,121,0,1,0,0,0,0,0,0,0
DEV-Loder,72360000000000375,1,0,1,1,13,13,0,13,78,0,400,0,0,0,0,0,0,0
STS 305,72360000000006519,12,0,18,1,36,36,0,3,0,0,24,0,0,0,0,0,0,0
F18 FSE 150 ASU-UNSW: Grand Challenges for Engrg,72360000000003814,8,0,8,1,24,24,0,6,8,1,33,0,0,0,0,0,0,19
FSE 194: Build Your Engineering Future (2018 Fall),72360000000003176,13,0,0,1,3,3,0,7,7,0,15,0,0,0,0,58,0,30
TEL 780: Survey Development (2018 Fall C),72360000000003419,0,0,0,1,1,1,0,8,16,0,59,0,0,0,4,0,0,7
PSY 101,72360000000007860,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDE 312- Dev,72360000000006527,25,0,2,1,12,12,0,11,4,0,51,0,0,0,0,0,0,0
DEV - REL 100: Religions of the World - F2F,72360000000007420,0,0,1,1,3,3,0,0,4,0,5,0,0,0,0,0,0,0
LIA 101: Student Success in CLAS (2018 Fall),72360000000004027,4,0,12,1,31,31,0,12,22,14,27,0,0,0,0,2,0,21
SPE 597: ASD/Gifted Capstone (Development - Online),72360000000002773,0,0,2,1,14,14,0,8,21,0,2,0,0,0,4,0,0,0
Kanchan Bhatia's Sandbox,72360000000002283,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPA 101: Elementary Spanish I (2018 Fall - B),72360000000006370,13,0,2,1,33,33,0,5,98,11,199,0,4,10,3,0,1,49
FMP 225: Intro VFX (2018 Fall),72360000000004441,0,0,1,1,24,24,0,6,4,12,10,0,0,0,0,0,0,16
PHY 598: Topics in Biophysics (2019 Spring),72360000000006821,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0
SDO 598: Business Relationships (2019 Spring),72360000000007796,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HON 294: Creative Compassion (2018 Fall),72360000000005291,1,0,0,1,8,8,0,8,0,16,10,0,0,0,0,14,0,16
DEV-PAF201-MasterCourse,72360000000005298,0,0,8,1,8,8,0,1,28,0,53,0,0,0,3,0,1,0
WPC Marketing Lab - iCourse Students (W.P. Carey),72360000000003707,7,0,0,1,2,2,0,0,10,0,20,0,0,0,3,0,0,380
Dev-canvas-4-Sleonard,72360000000007068,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tucker, B. - UNI 394: Focusing on Academics (2018 Fall - B)",72360000000003235,4,0,3,1,11,11,0,4,9,0,1,0,0,0,0,0,0,17
PSY 444 Adolescent Psychology,72360000000005243,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AME 112: Computational Thinking for DC (2018 Fall),72360000000004300,4,0,0,1,15,15,0,9,9,21,7,0,4,24,0,0,2,85
ASB 301: Global History of Health (2019 Spring - A),72360000000006264,16,0,9,1,20,20,0,8,82,0,1369,0,0,0,4,0,0,0
THF 126: First Year Seminar,72360000000000419,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHM 111: Gen Chem Lab for Majors I (2018 Fall),72360000000003595,14,9,0,10,27,27,0,11,36,27,27,13,8,85,0,2,6,343
ECD 578: K-3 Student Teaching (Development - Online),72360000000003305,0,6,2,1,26,26,0,6,39,0,29,6,0,0,4,0,0,0
ASU 101-NU: The ASU Experience (2018 Fall) Aden Th 10:30a,72360000000003514,14,0,2,1,27,27,0,15,38,29,69,0,1,5,0,3,1,18
Step Up! ASU,72360000000007549,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BradV,72360000000005897,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDO 598: Fundamentals of Contract Law - Masters (2018 Fall - A),72360000000002119,10,0,6,1,17,17,0,10,30,3,32,0,4,42,7,0,1,29
Parker Sandbox,72360000000005802,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAS/SOC 498: Wonder,72360000000004699,16,0,12,1,29,29,0,2,92,3,69,0,5,8,8,0,2,124
DEV - REL 107: Religion and Globalization - online,72360000000006975,2,0,5,1,5,5,0,15,39,0,95,0,0,0,13,0,0,0
GBL 63: Inter 1 Comm (2018 Fall - A),72360000000004109,15,0,0,1,18,18,0,0,0,0,2,0,0,0,0,0,0,15
Dev-canvas-4-aarzubia,72360000000005617,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
SOC 352: Social Change (2018 Fall),72360000000004063,0,0,6,1,4,4,0,4,0,2,4,0,0,0,0,0,0,34
Business Correspondence,72360000000007884,38,0,2,1,32,32,0,0,0,0,0,0,0,0,0,0,0,0
HCR 566: Research Management Capstone (2019 Spring),72360000000006255,6,0,7,1,22,22,0,43,99,0,74,0,0,0,4,0,0,0
Student Demo (DEV),72360000000002478,2,0,8,3,16,16,0,4,9,0,19,1,0,0,5,1,0,27
DEV - PAF 602: Adv Rsrch Desgn for Public Pol,72360000000005132,0,0,0,1,0,0,0,8,1,0,55,0,0,0,0,0,0,0
MTC 525: Pedagogy of Theory (2018 Fall),72360000000003345,7,0,6,1,49,48,1,12,28,24,84,0,0,0,0,0,0,7
ENG 101: First-Year Composition (2018 Fall),72360000000002936,1,0,1,1,29,29,0,16,28,8,55,0,1,3,0,0,0,59
ENG 102: First-Year Composition (2019 Spring),72360000000007111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sebren Training,72360000000003383,0,0,1,1,3,3,0,3,7,0,0,0,0,0,0,0,0,0
ENG 102: First-Year Composition (2019 Spring),72360000000007725,10,0,15,1,30,30,0,0,0,0,0,0,0,0,0,0,0,0
Dev-canvas-4-dsthapit,72360000000004793,0,0,0,1,0,0,0,1,7,0,1,0,0,0,0,0,0,0
WPC 480: Capstone Course (2018 Fall),72360000000002088,21,0,0,1,30,30,0,17,24,3,43,20,0,0,4,19,1,40
Writers' Studio: Writing Mentors Development,72360000000002267,11,2,3,1,1,1,0,8,36,0,10,11,2,23,0,1,2,47
TMC 330 Leading the Enterprise Fall B 2018,72360000000004606,0,0,4,1,35,35,0,8,66,0,76,7,0,0,3,0,1,0
SHS 587,72360000000005261,0,0,10,1,30,30,0,24,84,0,7,0,0,0,4,0,0,0
Dev-canvas-4-freerks,72360000000007324,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dev-canvas-4-horourke,72360000000005103,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASB 335 classroom,72360000000005705,0,0,0,1,5,5,0,1,68,0,67,0,1,10,0,0,0,0
FOR/LSC/PTX 388: Environ Microbiome Research (2019 Spring),72360000000007545,0,0,0,1,0,0,0,0,1,0,10,0,0,0,0,0,0,0
DEV EGR 240 83412 CADD and Solid Modeling (2018 Fall),72360000000001387,0,0,0,1,27,27,0,5,1,1,44,0,2,7,0,0,0,0
CON310 Section 70684 Fall 19 DEV,72360000000004357,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS 110: Sustainable World,72360000000002345,16,10,8,1,24,24,0,9,30,8,44,9,3,13,8,0,0,38
CEE 462: Unit Operations Environ Engr (2018 Fall),72360000000003683,12,0,0,1,12,12,0,17,0,5,86,8,3,11,0,0,1,31
Rebecca Newton's Sandbox,72360000000000800,1,0,11,1,24,24,0,3,77,0,44,4,0,0,2,0,0,4
TA Training,72360000000007227,0,0,1,1,6,6,0,0,2,0,5,0,0,0,0,0,5,0
Canvas Course Request Demo - null,72360000000003139,0,0,1,1,2,2,0,3,8,0,0,0,0,0,0,0,0,0
Lorraine's training sandbox,72360000000006306,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNP 712: Clinical Residency&Management (2019 Spring),72360000000007763,1,0,1,1,0,0,0,1,12,0,42,0,0,0,0,0,0,0
"SCM 542: Lgstc, Glob, & Econ Developmnt (2019 Spring - DYN)",72360000000008357,0,0,1,1,11,11,0,0,0,0,0,0,0,0,0,0,0,0
Christine Dick's Sandbox,72360000000006752,0,0,0,1,0,0,0,0,0,0,119,0,0,0,0,0,0,0
MED/HCD 294,72360000000007258,0,0,0,1,0,0,0,2,9,0,5,0,0,0,4,0,0,0
"SOS 294: Sustainability, Science, Society (2018 Fall B Online - Hale)",72360000000004673,3,0,3,4,19,19,0,9,64,3,33,0,1,2,5,0,1,14
CISA Dev Shell,72360000000000173,0,0,1,1,5,5,0,5,45,0,4,0,5,24,0,0,0,0
Jeongeun Kim's Sandbox,72360000000001904,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
German 101 DEV,72360000000004568,0,0,1,1,3,3,0,2,1,0,0,0,1,1,0,0,0,0
ASU 42: Online Military Orientation - 10/1-10/7/18 - 91869,72360000000005588,9,0,3,1,10,9,1,7,85,1,76,0,0,0,4,0,1,56
POS 260: Curr Issues in Intl Politics (2019 Spring),72360000000006927,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAT 267 - Calculus for Engineers III,72360000000001891,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEV-SWG519-MasterCourse,72360000000004523,0,0,8,1,14,14,0,14,29,0,106,0,14,79,3,0,0,0
Generative Critique: CRP Action (2018 Fall - A),72360000000004234,10,0,5,1,14,14,0,6,23,16,13,0,0,0,0,0,0,15
Training,72360000000005370,0,0,1,1,2,2,0,2,1,0,0,0,1,1,0,0,0,0
duerden development test course (dev),72360000000003735,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0
PSY 598: Emotion (2018 Fall - A),72360000000001911,18,0,14,1,22,22,0,12,25,2,84,0,6,45,3,0,2,31
Dustin Hampton Test Course,72360000000000543,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0
ASU 11: Online Orientation (2018 Fall) - 9/3-9/9/18 -- 80696,72360000000004748,8,0,2,1,8,7,1,6,80,0,437,0,0,0,4,0,1,51
ITA 210,72360000000005827,0,0,0,1,0,0,0,18,122,0,34,0,0,0,1,0,0,0
EMS 502: Global Context I (2019 Spring - DYN),72360000000005570,10,0,8,1,7,7,0,15,67,0,49,0,0,0,3,0,0,0
ASB 346: Marriage and Family Diversity (2019 Spring),72360000000008184,4,0,23,1,30,30,0,0,0,0,0,0,0,0,0,0,0,0
CPP 394: ASU 101 Instruction (2018 Fall),72360000000004801,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
CIS 312: Business Mobile Commerce (2018 Fall - B),72360000000006751,3,0,11,1,17,17,0,9,44,1,71,0,0,0,7,1,0,13
CRJ 403: Victims and the Criminal Jus (2018 Fall),72360000000004200,5,0,0,1,6,6,0,0,0,3,16,0,2,80,0,0,0,36
CISA Standards Committee,72360000000007588,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIS 484: Internship (2019 Spring),72360000000007951,2,0,7,1,19,19,0,0,0,0,0,0,0,0,0,0,0,0
AME 494/598: Responsive Environments (2018 Fall),72360000000004415,9,0,1,1,7,7,0,0,6,9,6,6,0,0,0,0,0,9
PPE 240: Karate I (2019 Spring - A),72360000000008088,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LIA 101: Student Success in CLAS (2018 Fall),72360000000003989,14,0,10,1,27,27,0,10,22,12,25,0,0,0,0,2,1,21
LIA 101: Student Success in CLAS (2018 Fall),72360000000003953,12,0,13,1,31,31,0,12,22,4,26,0,0,0,0,2,0,10
ENG 321: Shakespeare (2019 Spring - A),72360000000008006,25,0,6,1,12,12,0,0,0,0,0,0,0,0,0,0,0,0
LIA 101: Student Success in CLAS (2018 Fall),72360000000004015,6,0,13,1,31,31,0,12,22,14,27,0,0,0,0,2,0,20
ASU 11: Online Orientation -- 9/17-9/23/18 - 80700,72360000000005143,9,0,2,1,8,7,1,6,82,2,436,0,0,0,4,0,1,67
LIA 101: Student Success in CLAS (2018 Fall),72360000000003940,18,0,12,1,31,31,0,12,22,1,26,0,0,0,0,2,0,16
SWG 531: Social Policy and Services (2018 Fall - A),72360000000003104,22,25,3,9,10,10,0,13,32,26,61,8,1,2,3,0,7,355
HCD 540: Sem Science Health Care Deliv (2019 Spring - A),72360000000007987,3,0,2,1,39,39,0,0,0,0,0,0,0,0,0,0,0,0
LIA 101: Student Success in CLAS (2018 Fall),72360000000003959,22,0,12,1,31,31,0,12,22,0,29,0,0,0,0,2,0,18
DEV-2018Fall-MAT211-Master,72360000000007309,21,0,1,1,11,11,0,6,62,0,44,0,0,0,4,0,0,0
Dev-canvas-4-hkunitad,72360000000006840,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIS 235: Intro to Information Systems (2018 Fall),72360000000004186,12,1,1,1,54,54,0,10,37,18,109,39,0,0,6,0,7,75
ACC 382: Accounting and Financial Analysis (2018 Fall B),72360000000005386,8,0,1,1,15,15,0,8,38,0,503,0,0,0,6,0,0,215
DEVELOPMENT ENT 290 - My Life Ventures,72360000000006769,1,0,1,1,14,14,0,3,44,0,57,0,0,0,7,1,0,0
canvas for cwn II (Dev),72360000000003121,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASB 573 :HST 573: Museum Administration (2018 Fall),72360000000003746,0,0,0,1,17,17,0,2,1,0,31,0,0,0,0,0,0,8
ENS Executive Committee,72360000000004823,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWG 623: Program Evaluation (2018 Fall - B),72360000000006163,8,32,5,6,11,11,0,8,28,6,103,5,0,0,3,0,4,189
DEV-Sandbox-Vfinn,72360000000001202,1,2,13,3,16,15,1,5,29,0,0,1,0,0,0,3,0,0
ASU 42: Online Military Orientation - 10/1-10/7/18 - 91872,72360000000005589,9,0,3,1,10,9,1,7,85,0,76,0,0,0,4,0,1,55
DEV - REL 100: Religions of the World - F2F,72360000000005759,0,0,1,1,3,3,0,0,4,0,5,0,0,0,0,0,0,0
CMN 598: Visual Advocacy Research (2019 Spring),72360000000006720,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bankim's Dev Shell,72360000000000183,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poly Social Sciences Faculty Organization,72360000000007651,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENG 102:9: First-Year Composition (2018 Fall),72360000000001501,0,0,0,1,35,35,0,18,10,50,58,13,0,0,0,2,0,22
MUS 354 Jazz Giants (Dev),72360000000005180,0,0,0,1,0,0,0,0,6,0,5,0,0,0,0,0,0,0
ACC 430: Taxes and Business Decisions (2018 Fall),72360000000002002,12,0,0,1,20,20,0,3,38,1,85,0,0,0,2,0,0,14
Dev-canvas-4-bhaynes,72360000000007164,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0
NLM 525: Fundraising & Resource (2018 Summer - B),72360000000001455,6,5,14,2,17,17,0,11,41,56,112,7,0,0,3,0,0,25
CRJ 204: Juvenile Justice (2018 Fall),72360000000003758,7,0,0,1,4,4,0,0,0,0,21,0,0,0,0,0,0,31
sandbox - null,72360000000005451,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEV-2019Spring-EXW476,72360000000007900,27,0,10,1,29,29,0,0,0,0,0,0,0,0,0,0,0,0
SOS 325: Economics of Sustainability (2018 Fall),72360000000002701,34,0,1,1,48,44,4,6,6,1,42,0,17,72,3,0,1,32
REL 374: Witchcraft and Heresy in Europe Fall-A 2018,72360000000003470,29,9,5,1,12,12,0,9,33,1,30,3,1,1,3,0,2,61
Introduction to Philosophy,72360000000000036,16,140,25,1,46,33,13,9,166,0,59,10,8,81,0,1,0,0
STAR Budget System,72360000000002469,0,0,0,1,0,0,0,3,3,0,13,0,0,0,0,0,1,0
Promotion and Tenure,72360000000002847,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSY 554: Item Response Theory (2019 Spring),72360000000007745,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASU Library Learning Badges,72360000000002935,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Wed MTE 280: Invest Qnty: Number Operations (2018 Fall),72360000000001746,3,0,0,1,44,44,0,13,8,0,59,0,0,0,0,8,0,27
Adero's Canvas Sandbox,72360000000001133,0,0,0,1,0,0,0,2,11,0,3,0,0,0,0,0,0,0
CPP 510: Hazards Governance (2018 Fall - B),72360000000006259,12,5,5,1,13,13,0,8,31,2,136,11,0,0,3,0,0,38
TDM401 Development,72360000000004913,0,0,3,1,41,41,0,37,91,0,231,0,0,0,3,0,0,0
